type,canonical,alias,language,category,confidence,notes
category,mirror,mirror,en,furniture,0.88,home product
category,mirror,miroir,fr,furniture,0.92,french home product
category,mirror,مرآة,ar,furniture,0.84,arabic home product
category,commode,commode,fr,furniture,0.88,furniture product
category,nightstand,nightstand,en,furniture,0.84,furniture product
category,nightstand,table de chevet,fr,furniture,0.90,french furniture term
category,running_shoes,running shoes,en,sports,0.88,sports footwear
category,running_shoes,chaussures running,fr,sports,0.90,french sports footwear
category,tennis,tennis,en,sports,0.86,sport category
category,tennis,tennis,fr,sports,0.86,french same term
category,tennis_racket,tennis racket,en,sports,0.86,sports equipment
category,tennis_racket,raquette tennis,fr,sports,0.90,french sports equipment
category,basketball,basketball,en,sports,0.88,sport category
category,basketball,basket,fr,sports,0.86,french sport term
category,basketball,ballon basket,fr,sports,0.88,french equipment phrase
category,swimsuit,swimsuit,en,sports,0.86,sports clothing
category,swimsuit,maillot de bain,fr,sports,0.90,french sports clothing
category,leggings,leggings,en,sports,0.86,sports clothing
category,leggings,legging,fr,sports,0.88,french sports clothing
category,sportswear,sportswear,en,sports,0.86,sports clothing umbrella
category,sportswear,vêtement sport,fr,sports,0.88,french sports clothing phrase
category,sportswear,vetement sport,fr,sports,0.84,missing accent
category,gym_bag,gym bag,en,sports,0.86,sports accessory
category,gym_bag,sac de sport,fr,sports,0.90,french sports accessory
category,fitness_bike,fitness bike,en,sports,0.84,sports equipment
category,fitness_bike,vélo appartement,fr,sports,0.88,french fitness equipment
category,fitness_bike,velo appartement,fr,sports,0.84,missing accent
category,barbell,barbell,en,sports,0.86,sports equipment
category,barbell,barre de musculation,fr,sports,0.88,french sports equipment
category,football_jersey,football jersey,en,sports,0.86,sports clothing
category,football_jersey,maillot,fr,sports,0.88,french sports clothing
category,football_jersey,maillot de foot,fr,sports,0.90,french sports clothing phrase
brand,LG,LG,en,home_appliance,0.95,electronics and appliance brand
brand,LG,lg,en,home_appliance,0.93,lowercase
brand,LG,ال جي,ar,home_appliance,0.86,arabic transliteration
brand,Sony,Sony,en,electronics,0.95,electronics brand
brand,Sony,sony,en,electronics,0.93,lowercase
brand,Sony,سوني,ar,electronics,0.88,arabic transliteration
brand,Philips,Philips,en,home_appliance,0.94,electronics and appliance brand
brand,Philips,philips,en,home_appliance,0.92,lowercase
brand,Philips,فيليبس,ar,home_appliance,0.86,arabic transliteration
brand,Bosch,Bosch,en,home_appliance,0.94,appliance brand
brand,Bosch,bosch,en,home_appliance,0.92,lowercase
brand,Bosch,بوش,ar,home_appliance,0.86,arabic transliteration
brand,Whirlpool,Whirlpool,en,home_appliance,0.93,appliance brand
brand,Whirlpool,whirlpool,en,home_appliance,0.91,lowercase
brand,Whirlpool,ويرلبول,ar,home_appliance,0.82,arabic transliteration
brand,Hisense,Hisense,en,home_appliance,0.93,tv and appliance brand
brand,Hisense,hisense,en,home_appliance,0.91,lowercase
brand,Hisense,هايسنس,ar,home_appliance,0.84,arabic transliteration
brand,TCL,TCL,en,home_appliance,0.93,tv brand
brand,TCL,tcl,en,home_appliance,0.91,lowercase
brand,TCL,تي سي ال,ar,home_appliance,0.82,arabic transliteration
brand,Haier,Haier,en,home_appliance,0.92,appliance brand
brand,Haier,haier,en,home_appliance,0.90,lowercase
brand,Beko,Beko,en,home_appliance,0.92,appliance brand
brand,Beko,beko,en,home_appliance,0.90,lowercase
brand,Midea,Midea,en,home_appliance,0.91,appliance brand
brand,Midea,midea,en,home_appliance,0.89,lowercase
brand,Daewoo,Daewoo,en,home_appliance,0.90,appliance brand
brand,Daewoo,daewoo,en,home_appliance,0.88,lowercase
brand,Realme,Realme,en,phone,0.93,phone brand
brand,Realme,realme,en,phone,0.91,lowercase
brand,Realme,ريلمي,ar,phone,0.84,arabic transliteration
brand,OnePlus,OnePlus,en,phone,0.93,phone brand
brand,OnePlus,oneplus,en,phone,0.91,lowercase joined form
brand,OnePlus,one plus,typo,phone,0.84,split word
brand,Nokia,Nokia,en,phone,0.92,phone brand
brand,Nokia,nokia,en,phone,0.90,lowercase
brand,Nokia,نوكيا,ar,phone,0.86,arabic transliteration
brand,Motorola,Motorola,en,phone,0.92,phone brand
brand,Motorola,motorola,en,phone,0.90,lowercase
brand,Google Pixel,Google Pixel,brand_model,phone,0.90,phone line
brand,Google Pixel,pixel,brand_model,phone,0.84,short phone line
brand,Canon,Canon,en,electronics,0.93,camera and printer brand
brand,Canon,canon,en,electronics,0.91,lowercase
brand,Epson,Epson,en,electronics,0.92,printer brand
brand,Epson,epson,en,electronics,0.90,lowercase
brand,Brother,Brother,en,electronics,0.90,printer brand
brand,Brother,brother,en,electronics,0.88,lowercase
brand,Logitech,Logitech,en,pc_accessory,0.93,pc accessory brand
brand,Logitech,logitech,en,pc_accessory,0.91,lowercase
brand,Razer,Razer,en,gaming,0.93,gaming accessory brand
brand,Razer,razer,en,gaming,0.91,lowercase
brand,Corsair,Corsair,en,gaming,0.92,gaming component brand
brand,Corsair,corsair,en,gaming,0.90,lowercase
brand,HyperX,HyperX,en,gaming,0.92,gaming accessory brand
brand,HyperX,hyperx,en,gaming,0.90,lowercase
brand,Kingston,Kingston,en,pc_component,0.92,storage and memory brand
brand,Kingston,kingston,en,pc_component,0.90,lowercase
brand,SanDisk,SanDisk,en,pc_component,0.92,storage brand
brand,SanDisk,sandisk,en,pc_component,0.90,lowercase
brand,Western Digital,Western Digital,en,pc_component,0.91,storage brand
brand,Western Digital,wd,brand_model,pc_component,0.86,storage brand abbreviation
brand,Seagate,Seagate,en,pc_component,0.91,storage brand
brand,Seagate,seagate,en,pc_component,0.89,lowercase
brand,Nvidia,Nvidia,en,pc_component,0.92,gpu brand
brand,Nvidia,nvidia,en,pc_component,0.90,lowercase
brand,AMD,AMD,en,pc_component,0.92,cpu and gpu brand
brand,AMD,amd,en,pc_component,0.90,lowercase
brand,Intel,Intel,en,pc_component,0.92,cpu brand
brand,Intel,intel,en,pc_component,0.90,lowercase
brand,Nike,Nike,en,sports,0.95,sports brand
brand,Nike,nike,en,sports,0.93,lowercase
brand,Nike,نايك,ar,sports,0.86,arabic transliteration
brand,Adidas,Adidas,en,sports,0.95,sports brand
brand,Adidas,adidas,en,sports,0.93,lowercase
brand,Adidas,اديداس,ar,sports,0.86,arabic transliteration
brand,Puma,Puma,en,sports,0.94,sports brand
brand,Puma,puma,en,sports,0.92,lowercase
brand,Puma,بوما,ar,sports,0.86,arabic transliteration
brand,Reebok,Reebok,en,sports,0.92,sports brand
brand,Reebok,reebok,en,sports,0.90,lowercase
brand,New Balance,New Balance,en,sports,0.92,sports brand
brand,New Balance,new balance,en,sports,0.90,lowercase
brand,Asics,Asics,en,sports,0.91,sports brand
brand,Asics,asics,en,sports,0.89,lowercase
brand,Jordan,Jordan,en,sports,0.91,sports brand and line
brand,Jordan,jordan,en,sports,0.89,lowercase
brand,Converse,Converse,en,sports,0.90,sneaker brand
brand,Converse,converse,en,sports,0.88,lowercase
brand,Under Armour,Under Armour,en,sports,0.90,sports brand
brand,Under Armour,under armour,en,sports,0.88,lowercase
brand,Decathlon,Decathlon,en,sports,0.92,sports retailer and brand
brand,Decathlon,decathlon,en,sports,0.90,lowercase
brand,Kipsta,Kipsta,brand_model,sports,0.88,decathlon football brand
brand,Kipsta,kipsta,brand_model,sports,0.86,lowercase
brand,Quechua,Quechua,brand_model,sports,0.88,decathlon outdoor brand
brand,Quechua,quechua,brand_model,sports,0.86,lowercase
brand,Domyos,Domyos,brand_model,sports,0.88,decathlon fitness brand
brand,Domyos,domyos,brand_model,sports,0.86,lowercase
brand,DeFacto,DeFacto,en,clothes,0.93,fashion provider brand
brand,DeFacto,defacto,en,clothes,0.91,lowercase
brand,LC Waikiki,LC Waikiki,en,clothes,0.90,fashion brand in morocco
brand,LC Waikiki,lc waikiki,en,clothes,0.88,lowercase
brand,Zara,Zara,en,clothes,0.91,fashion brand
brand,Zara,zara,en,clothes,0.89,lowercase
brand,H&M,H&M,en,clothes,0.90,fashion brand
brand,H&M,hm,typo,clothes,0.82,common shorthand without ampersand
brand,Pull&Bear,Pull&Bear,en,clothes,0.88,fashion brand
brand,Pull&Bear,pull and bear,en,clothes,0.86,spoken brand form
brand,Stradivarius,Stradivarius,en,clothes,0.88,fashion brand
brand,Stradivarius,stradivarius,en,clothes,0.86,lowercase
brand,Loreal,Loreal,en,beauty,0.94,beauty brand
brand,Loreal,loreal,en,beauty,0.92,lowercase
brand,Loreal,l'oréal,fr,beauty,0.94,french brand spelling
brand,Loreal,loreal paris,en,beauty,0.90,brand line
brand,Nivea,Nivea,en,beauty,0.94,beauty brand
brand,Nivea,nivea,en,beauty,0.92,lowercase
brand,Garnier,Garnier,en,beauty,0.93,beauty brand
brand,Garnier,garnier,en,beauty,0.91,lowercase
brand,Maybelline,Maybelline,en,beauty,0.93,makeup brand
brand,Maybelline,maybelline,en,beauty,0.91,lowercase
brand,Vichy,Vichy,en,beauty,0.92,dermocosmetic brand
brand,Vichy,vichy,en,beauty,0.90,lowercase
brand,La Roche-Posay,La Roche-Posay,en,beauty,0.92,dermocosmetic brand
brand,La Roche-Posay,la roche posay,en,beauty,0.88,no hyphen variant
brand,CeraVe,CeraVe,en,beauty,0.91,dermocosmetic brand
brand,CeraVe,cerave,en,beauty,0.89,lowercase
brand,The Ordinary,The Ordinary,en,beauty,0.90,skincare brand
brand,The Ordinary,the ordinary,en,beauty,0.88,lowercase
brand,Yves Rocher,Yves Rocher,en,beauty,0.90,beauty brand
brand,Yves Rocher,yves rocher,en,beauty,0.88,lowercase
brand,Lancome,Lancome,en,beauty,0.90,beauty brand
brand,Lancome,lancôme,fr,beauty,0.91,french spelling
brand,Givenchy,Givenchy,en,beauty,0.90,perfume brand
brand,Givenchy,givenchy,en,beauty,0.88,lowercase
brand,Sephora,Sephora,en,beauty,0.88,beauty retailer and search term
brand,Sephora,sephora,en,beauty,0.86,lowercase
brand,Danone,Danone,en,grocery,0.93,grocery dairy brand
brand,Danone,danone,en,grocery,0.91,lowercase
brand,Centrale Danone,Centrale Danone,brand_model,grocery,0.92,moroccan dairy brand
brand,Centrale Danone,centrale,en,grocery,0.88,common shorthand
brand,Jaouda,Jaouda,en,grocery,0.92,moroccan dairy brand
brand,Jaouda,jaouda,en,grocery,0.90,lowercase
brand,Copag,Copag,en,grocery,0.89,moroccan cooperative brand
brand,Copag,copag,en,grocery,0.87,lowercase
brand,Lesieur,Lesieur,en,grocery,0.92,moroccan oil and condiment brand
brand,Lesieur,lesieur,en,grocery,0.90,lowercase
brand,Aicha,Aicha,en,grocery,0.92,moroccan grocery brand
brand,Aicha,aïcha,fr,grocery,0.92,french accented brand spelling
brand,Aicha,aicha,en,grocery,0.90,lowercase
brand,Dari,Dari,en,grocery,0.91,moroccan couscous and pasta brand
brand,Dari,dari,en,grocery,0.89,lowercase
brand,Bimo,Bimo,en,grocery,0.90,moroccan biscuit brand
brand,Bimo,bimo,en,grocery,0.88,lowercase
brand,Chergui,Chergui,en,grocery,0.90,moroccan dairy brand
brand,Chergui,chergui,en,grocery,0.88,lowercase
brand,Carrefour,Carrefour,en,grocery,0.92,grocery retailer behind bringo
brand,Carrefour,carrefour,en,grocery,0.90,lowercase
brand,Marjane,Marjane,en,grocery,0.92,moroccan supermarket brand
brand,Marjane,marjane,en,grocery,0.90,lowercase
brand,IKEA,IKEA,en,furniture,0.94,furniture retailer and brand
brand,IKEA,ikea,en,furniture,0.92,lowercase
brand,IKEA,ikéa,fr,furniture,0.90,french accented variant
brand,Seat,Seat,en,car,0.90,car brand in morocco
brand,Seat,seat,en,car,0.88,lowercase
brand,Skoda,Skoda,en,car,0.90,car brand in morocco
brand,Skoda,skoda,en,car,0.88,lowercase
brand,Opel,Opel,en,car,0.90,car brand in morocco
brand,Opel,opel,en,car,0.88,lowercase
brand,Nissan,Nissan,en,car,0.91,car brand in morocco
brand,Nissan,nissan,en,car,0.89,lowercase
brand,Mitsubishi,Mitsubishi,en,car,0.90,car brand in morocco
brand,Mitsubishi,mitsubishi,en,car,0.88,lowercase
brand,Suzuki,Suzuki,en,car,0.90,car brand in morocco
brand,Suzuki,suzuki,en,car,0.88,lowercase
brand,Jeep,Jeep,en,car,0.90,car brand
brand,Jeep,jeep,en,car,0.88,lowercase
brand,Land Rover,Land Rover,en,car,0.90,car brand
brand,Land Rover,land rover,en,car,0.88,lowercase
brand,Range Rover,Range Rover,brand_model,car,0.90,car model line
brand,Range Rover,range rover,brand_model,car,0.88,lowercase
brand,Volvo,Volvo,en,car,0.90,car brand
brand,Volvo,volvo,en,car,0.88,lowercase
brand,Isuzu,Isuzu,en,car,0.88,vehicle brand
brand,Isuzu,isuzu,en,car,0.86,lowercase
brand,Porsche,Porsche,en,car,0.90,car brand
brand,Porsche,porsche,en,car,0.88,lowercase
intent,site_jumia,jumia,en,site,0.86,provider name mention
intent,site_avito,avito,en,site,0.86,provider name mention
intent,site_electrosalam,electrosalam,en,site,0.84,provider name mention
intent,site_mafiawaystore,mafiawaystore,en,site,0.84,provider name mention
intent,site_moteur,moteur,en,site,0.82,provider name mention ambiguous french word
intent,site_mymarket,mymarket,en,site,0.84,provider name mention
intent,site_ultrapc,ultrapc,en,site,0.84,provider name mention
intent,site_electroplanet,electroplanet,en,site,0.84,provider name mention
intent,site_defacto,defacto,en,site,0.84,provider name mention
intent,site_biougnach,biougnach,en,site,0.84,provider name mention
intent,site_marjane,marjane,en,site,0.84,provider name mention
intent,site_decathlon,decathlon,en,site,0.84,provider name mention
intent,site_mubawab,mubawab,en,site,0.84,provider name mention
intent,site_ikea,ikea,en,site,0.84,provider name mention
intent,site_palmarosa,palmarosa,en,site,0.84,provider name mention
intent,site_bringo,bringo,en,site,0.84,provider name mention
intent,site_planetsport,planetsport,en,site,0.84,provider name mention
